acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
-4.707000463867187, 2.427720483398437, 10.71884083251953, 60.51908396946565, 194.87022900763358, -123.80152671755725
-6.892906579589844, 10.764330664062498, 19.61270144958496, 22.48854961832061, 219.48091603053436, -93.48091603053435
-16.065093139648436, 10.977414611816405, 19.61270144958496, -208.61832061068702, -100.70992366412214, 126.65648854961832
-15.880739611816406, -0.718260498046875, 19.61270144958496, 146.3740458015267, -250.13740458015266, 160.74045801526717
-19.6133, 0.18914193115234373, 19.61270144958496, 74.45038167938931, -250.13740458015266, 141.23664122137404
-19.6133, 1.2689268798828124, 19.61270144958496, -60.916030534351144, -250.13740458015266, 93.7557251908397
-19.6133, -0.15083470458984374, 19.61270144958496, -180.19847328244273, -250.13740458015266, 75.95419847328245
-19.6133, -3.758896606445312, 19.61270144958496, -217.5114503816794, -250.13740458015266, 56.51145038167939
-19.6133, -5.403713146972656, 19.61270144958496, -123.97709923664122, -250.13740458015266, -4.862595419847328
-19.6133, -1.8100164550781248, 7.46272657470703, -157.3206106870229, -250.13740458015266, -59.0
-19.6133, -0.3280056274414062, 2.4564509033203126, -250.13740458015266, -250.13740458015266, -111.54961832061069
-16.97488977050781, -1.8004396484374998, 4.292803576660156, -171.22137404580153, -250.13740458015266, -154.38167938931298
-14.908693737792968, -0.016759411621093748, 1.1851298217773436, 2.7557251908396947, -250.13740458015266, -132.08396946564886
-12.497732666015624, 0.45010991210937495, -4.072537023925781, 83.08396946564885, -250.13740458015266, -86.58015267175573
-10.122684619140625, -0.033518823242187495, -7.1586629638671875, 104.2824427480916, -250.13740458015266, -64.47328244274809
-7.486668591308593, 0.1005564697265625, -9.586383447265625, 82.32824427480917, -227.70229007633588, -74.35114503816794
-4.848258361816406, -1.3527239379882812, -10.675745202636719, 45.7557251908397, -178.86259541984734, -119.40458015267176
-5.410895751953125, -0.2154781494140625, -11.901576452636718, -3.49618320610687, -119.35114503816794, -156.96946564885496
-6.682216833496093, 1.2952630981445312, -11.738770739746093, -43.74045801526717, -44.717557251908396, -133.8854961832061
-7.431601953125, 1.93451494140625, -10.36210478515625, -40.81679389312977, -7.793893129770993, -92.02290076335878
-8.851363537597656, 1.5514426757812498, -10.05564697265625, -20.87786259541985, 11.877862595419847, -57.43511450381679
-10.984597216796875, 0.47165772705078124, -9.679757312011718, -11.13740458015267, 26.549618320610687, -24.389312977099237
-11.355698474121093, 0.24181436767578124, -8.394071020507813, 15.931297709923664, 59.64885496183206, 11.106870229007633
-10.773907470703124, -0.51714755859375, -7.575254052734374, 28.045801526717558, 109.42748091603053, 28.404580152671755
-10.0748005859375, -1.3048399047851562, -5.925649108886718, 17.541984732824428, 176.87786259541986, 28.6793893129771
-9.394847314453125, -1.4053963745117186, -3.181894006347656, 7.893129770992366, 249.21374045801528, 11.274809160305344
-9.950302099609374, -1.2234370483398436, 1.1228805786132812, 4.938931297709924, 250.12977099236642, -3.931297709923664
-8.767566479492187, 0.023942016601562498, 4.505887524414062, 19.908396946564885, 250.12977099236642, -11.82442748091603
-6.270414147949219, 0.6607996582031249, 5.528211633300781, 6.366412213740458, 250.12977099236642, -28.50381679389313
-8.492233288574218, 0.2609679809570312, 9.734823950195311, -30.198473282442748, 250.12977099236642, -77.52671755725191
-10.797849487304687, 2.109291662597656, 14.686032983398437, -91.25190839694656, 250.12977099236642, -95.57251908396947
-11.188104357910156, 2.5546131713867184, 19.61270144958496, -90.37404580152672, 250.12977099236642, -82.1145038167939
-11.793837377929687, 1.618480322265625, 19.61270144958496, -23.31297709923664, 250.12977099236642, -58.908396946564885
-13.663708874511718, 1.0199299072265624, 19.61270144958496, -30.297709923664122, 250.12977099236642, -53.12977099236641
-12.236764685058594, -0.13168109130859373, 19.61270144958496, -75.51908396946565, 250.12977099236642, -49.908396946564885
-10.970232006835937, -1.2808978881835937, 19.61270144958496, -111.49618320610686, 250.12977099236642, -71.65648854961832
-10.450690246582031, -1.946485949707031, 19.61270144958496, -154.1908396946565, 250.12977099236642, -77.99236641221374
-10.939107385253905, -3.1172505615234374, 19.61270144958496, -111.3587786259542, 250.12977099236642, -81.1145038167939
-11.37006368408203, -2.2457611572265623, 19.61270144958496, -50.083969465648856, 250.12977099236642, -87.18320610687023
-10.747571252441405, 1.0845733520507812, 19.61270144958496, -41.97709923664122, 206.1908396946565, -65.2824427480916
-10.27830772705078, 1.7190367919921874, 19.61270144958496, -113.80152671755725, 171.45801526717557, -7.519083969465649
-8.667010009765624, -0.19632453613281248, 19.61270144958496, -171.9770992366412, 143.31297709923663, 28.221374045801525
-7.252036828613281, -3.1603461914062496, 19.61270144958496, -143.9236641221374, 129.12977099236642, 27.770992366412212
-5.961562133789062, -4.613626599121093, 19.61270144958496, -63.23664122137404, 112.77862595419847, 9.076335877862595
-5.434837768554687, -3.5913024902343746, 19.61270144958496, 11.954198473282442, 87.22137404580153, -22.587786259541986
-6.004657763671875, -1.8435352783203125, 19.048268408203125, 51.13740458015267, 48.29770992366412, -33.3206106870229
-6.660669018554687, -0.814028564453125, 16.2805712890625, 54.030534351145036, 3.763358778625954, -13.099236641221374
-6.124367846679687, -0.7948749511718749, 13.510479968261718, 51.51908396946565, -34.412213740458014, 10.366412213740459
-5.149927770996094, -0.5506663818359374, 11.853692419433592, 44.57251908396947, -49.3587786259542, 18.748091603053435
-5.45877978515625, -1.3239935180664062, 10.965443603515624, 20.572519083969464, -67.22900763358778, 37.274809160305345
-5.058948107910156, -2.0829554443359375, 9.765948571777344, 1.8549618320610688, -68.09160305343511, 37.274809160305345
-4.7117888671875, -2.5043349365234375, 9.208099584960937, 5.603053435114504, -50.48854961832061, 24.50381679389313
-4.841075756835937, -2.664746447753906, 8.89924757080078, 10.419847328244275, -32.152671755725194, 10.206106870229007
